algorithm_id,bit_rule,contamination_id,geometry_id,point_count,m1_l1_locality,m1_l2_locality,recall_8_64,miad
A3_isotropic_hilbert,C3_frame_core_occupancy,D0,E7,256.0,2.86023 ± 0,9.88072e-06 ± 2.55e-08,0.885938 ± 0.000813,0.355293 ± 0.00132
A3_isotropic_hilbert,C3_frame_core_occupancy,D0,E7,384.0,2.33411 ± 0,1.78931e-06 ± 5.5e-07,0.873307 ± 0.00132,0.300901 ± 0.000832
A3_isotropic_hilbert,C3_frame_core_occupancy,D0,E8,256.0,50.794 ± 38.2,4.68003e-06 ± 1.91e-06,0.776367 ± 0.0151,0.613995 ± 0.0307
A3_isotropic_hilbert,C3_frame_core_occupancy,D0,E8,384.0,52.2483 ± 19.1,3.88333e-06 ± 2.83e-06,0.751367 ± 0.0205,0.546943 ± 0.0158
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E0,269.0,6694.38 ± 1.74e+03,5.11395e-05 ± 6.83e-05,0.743587 ± 0.0243,1.41242 ± 0.113
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E0,403.0,9103.18 ± 5.03e+03,9.93747e-06 ± 6.04e-06,0.704839 ± 0.0149,1.24618 ± 0.0874
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E1,269.0,220095 ± 1.9e+05,0.000220948 ± 0.000105,0.726022 ± 0.0588,3.34306 ± 0.418
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E1,403.0,275493 ± 8.3e+04,9.98527e-05 ± 6.85e-05,0.687159 ± 0.0675,3.11647 ± 0.44
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E2,269.0,1.66859e+06 ± 1.64e+06,0.000577022 ± 0.000532,0.719331 ± 0.0987,5.87505 ± 1.1
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E2,403.0,2.44976e+06 ± 1.36e+06,0.000233943 ± 0.0002,0.701799 ± 0.133,5.36451 ± 0.976
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E5,269.0,251.281 ± 87.4,2.13669e-06 ± 4.81e-07,0.767472 ± 0.0361,0.424492 ± 0.0245
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E5,403.0,322.238 ± 229,4.77403e-07 ± 2.95e-07,0.773449 ± 0.0404,0.346909 ± 0.0248
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E6,269.0,538.608 ± 204,4.68635e-06 ± 1.7e-06,0.72881 ± 0.0295,0.61274 ± 0.0407
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E6,403.0,715.986 ± 498,1.94899e-06 ± 5.32e-07,0.734739 ± 0.024,0.507183 ± 0.0343
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E7,269.0,535.889 ± 94.3,1.21108e-05 ± 7.75e-06,0.760316 ± 0.0322,0.658676 ± 0.0388
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E7,403.0,669.934 ± 120,1.85279e-06 ± 8.98e-07,0.741315 ± 0.0223,0.565017 ± 0.0313
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E8,269.0,9427.96 ± 3.32e+03,1.3541e-05 ± 1.89e-05,0.766171 ± 0.0374,1.31527 ± 0.138
A3_isotropic_hilbert,C3_frame_core_occupancy,D1,E8,403.0,11864.9 ± 7.41e+03,5.48661e-06 ± 7.68e-06,0.714206 ± 0.0309,1.20099 ± 0.131
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E0,294.0,6848.28 ± 3.18e+03,1.69106e-05 ± 1.23e-05,0.714201 ± 0.0198,1.91146 ± 0.0517
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E0,442.0,6719.72 ± 4.25e+03,1.77761e-05 ± 1.88e-05,0.702206 ± 0.0135,1.67107 ± 0.0624
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E1,294.0,197739 ± 7.74e+04,0.000225973 ± 0.000285,0.702466 ± 0.0974,5.01101 ± 0.502
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E1,442.0,222634 ± 8.11e+04,8.21889e-05 ± 8.7e-05,0.677602 ± 0.0417,4.56823 ± 0.319
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E2,294.0,1.48379e+06 ± 6.9e+05,0.000402781 ± 0.000596,0.714286 ± 0.14,8.68111 ± 1.62
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E2,442.0,1.74836e+06 ± 7.64e+05,0.000108842 ± 0.000101,0.686708 ± 0.1,8.12552 ± 0.874
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E5,294.0,368.267 ± 240,2.28493e-06 ± 6.38e-07,0.755782 ± 0.0201,0.549451 ± 0.014
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E5,442.0,252.241 ± 158,5.04831e-07 ± 2.77e-07,0.7556 ± 0.0208,0.45792 ± 0.0152
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E6,294.0,767.594 ± 539,5.22964e-06 ± 2.35e-06,0.713776 ± 0.0134,0.769156 ± 0.023
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E6,442.0,530.739 ± 353,1.68174e-06 ± 3.68e-07,0.722059 ± 0.0259,0.640847 ± 0.0259
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E7,294.0,647.145 ± 166,1.36484e-05 ± 8.07e-06,0.726956 ± 0.0115,0.857897 ± 0.0422
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E7,442.0,643.624 ± 147,1.24587e-06 ± 3.46e-07,0.717195 ± 0.0241,0.729649 ± 0.037
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E8,294.0,12055.7 ± 9.03e+03,1.06838e-05 ± 1.76e-05,0.762585 ± 0.0499,1.84125 ± 0.0917
A3_isotropic_hilbert,C3_frame_core_occupancy,D2,E8,442.0,8270.29 ± 6.15e+03,4.44195e-06 ± 4.05e-06,0.728959 ± 0.0321,1.62998 ± 0.0662
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E0,320.0,4978.92 ± 1.45e+03,2.93714e-05 ± 2.37e-05,0.719531 ± 0.0217,2.16311 ± 0.103
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E0,480.0,4662.5 ± 1.96e+03,1.48511e-05 ± 1.55e-05,0.701354 ± 0.0126,1.88013 ± 0.0493
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E1,320.0,160650 ± 6.32e+04,0.000189504 ± 0.000202,0.705781 ± 0.0715,5.7491 ± 0.61
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E1,480.0,228092 ± 8.69e+04,7.81218e-05 ± 9.77e-05,0.670312 ± 0.074,5.25574 ± 0.431
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E2,320.0,1.2547e+06 ± 6.08e+05,0.000405054 ± 0.000539,0.709063 ± 0.107,10.4854 ± 1.45
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E2,480.0,1.7901e+06 ± 7.47e+05,0.000106114 ± 4.48e-05,0.676146 ± 0.138,9.68667 ± 1.09
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E5,320.0,201.017 ± 43.6,2.23129e-06 ± 6.83e-07,0.744453 ± 0.027,0.611852 ± 0.0209
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E5,480.0,173.531 ± 61.2,3.15883e-07 ± 1.24e-07,0.751615 ± 0.0256,0.507104 ± 0.00773
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E6,320.0,425.048 ± 92.7,4.81914e-06 ± 2.83e-06,0.690547 ± 0.0108,0.835475 ± 0.0304
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E6,480.0,356.377 ± 113,1.51018e-06 ± 4.08e-07,0.719688 ± 0.00807,0.70074 ± 0.0133
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E7,320.0,642.201 ± 149,8.50878e-06 ± 2.48e-06,0.716094 ± 0.0121,0.977889 ± 0.0618
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E7,480.0,709.52 ± 254,1.18302e-06 ± 3.19e-07,0.708021 ± 0.00638,0.827613 ± 0.042
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E8,320.0,6301.18 ± 1.83e+03,1.20396e-05 ± 1.63e-05,0.762578 ± 0.0331,2.08372 ± 0.0993
A3_isotropic_hilbert,C3_frame_core_occupancy,D3,E8,480.0,5437.33 ± 1.53e+03,3.91999e-06 ± 3.99e-06,0.735469 ± 0.0268,1.84639 ± 0.0876
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E0,320.0,40864.1 ± 7.24e+03,4.26678e-06 ± 5.1e-06,0.80375 ± 0.0219,0.706043 ± 0.023
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E0,480.0,44425.2 ± 8.41e+03,1.72964e-06 ± 2.01e-06,0.750677 ± 0.0198,0.599212 ± 0.0147
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E1,320.0,1.09989e+06 ± 3.11e+05,3.13877e-05 ± 3.48e-05,0.783203 ± 0.0574,1.61856 ± 0.262
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E1,480.0,1.46632e+06 ± 5.36e+05,4.49205e-05 ± 4.63e-05,0.737656 ± 0.0337,1.40689 ± 0.155
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E2,320.0,7.97912e+06 ± 2.73e+06,0.000103269 ± 0.000131,0.763594 ± 0.0873,2.68156 ± 0.736
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E2,480.0,1.06591e+07 ± 4.64e+06,8.27618e-05 ± 8.99e-05,0.736979 ± 0.0911,2.29132 ± 0.508
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E5,320.0,910.38 ± 29.4,8.95035e-08 ± 1.33e-07,0.847734 ± 0.00739,0.195662 ± 0.00195
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E5,480.0,920.765 ± 13.7,3.6719e-08 ± 4.45e-08,0.823906 ± 0.00647,0.157198 ± 0.00183
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E6,320.0,2182.08 ± 6.95,1.62059e-07 ± 2.24e-07,0.826016 ± 0.00558,0.294019 ± 0.00106
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E6,480.0,2366.99 ± 9.05,6.61643e-08 ± 7.47e-08,0.801094 ± 0.00729,0.248403 ± 0.000807
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E7,320.0,4590.04 ± 19.6,9.39806e-08 ± 8.94e-08,0.855078 ± 0.00608,0.358201 ± 0.00171
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E7,480.0,4600.46 ± 21.1,6.19034e-08 ± 6.74e-08,0.811458 ± 0.00418,0.283907 ± 0.00048
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E8,320.0,44575.8 ± 7.13e+03,3.05516e-06 ± 3.63e-06,0.813203 ± 0.0242,0.632599 ± 0.0233
A3_isotropic_hilbert,C3_frame_core_occupancy,D4,E8,480.0,48676.4 ± 1.17e+04,2.07347e-06 ± 2.96e-06,0.784271 ± 0.0217,0.542281 ± 0.0207
A3_isotropic_hilbert,C4_hybrid,D0,E0,256.0,37.5085 ± 38.1,5.4314e-05 ± 3.66e-05,0.780469 ± 0.0168,0.705342 ± 0.0274
A3_isotropic_hilbert,C4_hybrid,D0,E0,384.0,27.0547 ± 15.7,1.32871e-05 ± 6.46e-06,0.722656 ± 0.0128,0.619624 ± 0.0284
A3_isotropic_hilbert,C4_hybrid,D0,E1,256.0,1001.49 ± 820,0.000169781 ± 9.12e-05,0.753516 ± 0.0782,1.5155 ± 0.262
A3_isotropic_hilbert,C4_hybrid,D0,E1,384.0,765.103 ± 435,5.71064e-05 ± 5.07e-05,0.699935 ± 0.0401,1.32908 ± 0.17
A3_isotropic_hilbert,C4_hybrid,D0,E2,256.0,4679.38 ± 2.13e+03,0.000766456 ± 0.000899,0.728906 ± 0.0783,2.31778 ± 0.751
A3_isotropic_hilbert,C4_hybrid,D0,E2,384.0,6294.98 ± 4.66e+03,0.000110466 ± 6.18e-05,0.701758 ± 0.11,2.04749 ± 0.598
A3_isotropic_hilbert,C4_hybrid,D0,E5,256.0,3.33664 ± 0.292,2.27891e-06 ± 2.37e-07,0.826367 ± 0.00526,0.197951 ± 0.00767
A3_isotropic_hilbert,C4_hybrid,D0,E5,384.0,3.60118 ± 0.327,7.16867e-07 ± 3.48e-07,0.82513 ± 0.00428,0.165221 ± 0.00233
A3_isotropic_hilbert,C4_hybrid,D0,E6,256.0,2.11419 ± 0,5.17608e-06 ± 5.07e-08,0.822656 ± 0.00189,0.309992 ± 0.000992
A3_isotropic_hilbert,C4_hybrid,D0,E6,384.0,1.87114 ± 0,1.72987e-06 ± 4.42e-07,0.816927 ± 0.00222,0.262927 ± 0.000657
A3_isotropic_hilbert,C4_hybrid,D0,E7,256.0,2.86023 ± 0,9.88072e-06 ± 2.55e-08,0.885938 ± 0.000813,0.355293 ± 0.00132
A3_isotropic_hilbert,C4_hybrid,D0,E7,384.0,2.33411 ± 0,1.78931e-06 ± 5.5e-07,0.873307 ± 0.00132,0.300901 ± 0.000832
A3_isotropic_hilbert,C4_hybrid,D0,E8,256.0,50.794 ± 38.2,4.68003e-06 ± 1.91e-06,0.776367 ± 0.0151,0.613995 ± 0.0307
A3_isotropic_hilbert,C4_hybrid,D0,E8,384.0,52.2483 ± 19.1,3.88333e-06 ± 2.83e-06,0.751367 ± 0.0205,0.546943 ± 0.0158
A3_isotropic_hilbert,C4_hybrid,D1,E0,269.0,6694.38 ± 1.74e+03,5.11395e-05 ± 6.83e-05,0.743587 ± 0.0243,1.41242 ± 0.113
A3_isotropic_hilbert,C4_hybrid,D1,E0,403.0,9103.18 ± 5.03e+03,9.93747e-06 ± 6.04e-06,0.704839 ± 0.0149,1.24618 ± 0.0874
A3_isotropic_hilbert,C4_hybrid,D1,E1,269.0,220095 ± 1.9e+05,0.000220948 ± 0.000105,0.726022 ± 0.0588,3.34306 ± 0.418
A3_isotropic_hilbert,C4_hybrid,D1,E1,403.0,275493 ± 8.3e+04,9.98527e-05 ± 6.85e-05,0.687159 ± 0.0675,3.11647 ± 0.44
A3_isotropic_hilbert,C4_hybrid,D1,E2,269.0,1.66859e+06 ± 1.64e+06,0.000577022 ± 0.000532,0.719331 ± 0.0987,5.87505 ± 1.1
A3_isotropic_hilbert,C4_hybrid,D1,E2,403.0,2.44976e+06 ± 1.36e+06,0.000233943 ± 0.0002,0.701799 ± 0.133,5.36451 ± 0.976
A3_isotropic_hilbert,C4_hybrid,D1,E5,269.0,251.281 ± 87.4,2.13669e-06 ± 4.81e-07,0.767472 ± 0.0361,0.424492 ± 0.0245
A3_isotropic_hilbert,C4_hybrid,D1,E5,403.0,322.238 ± 229,4.77403e-07 ± 2.95e-07,0.773449 ± 0.0404,0.346909 ± 0.0248
A3_isotropic_hilbert,C4_hybrid,D1,E6,269.0,538.608 ± 204,4.68635e-06 ± 1.7e-06,0.72881 ± 0.0295,0.61274 ± 0.0407
A3_isotropic_hilbert,C4_hybrid,D1,E6,403.0,715.986 ± 498,1.94899e-06 ± 5.32e-07,0.734739 ± 0.024,0.507183 ± 0.0343
A3_isotropic_hilbert,C4_hybrid,D1,E7,269.0,535.889 ± 94.3,1.21108e-05 ± 7.75e-06,0.760316 ± 0.0322,0.658676 ± 0.0388
A3_isotropic_hilbert,C4_hybrid,D1,E7,403.0,669.934 ± 120,1.85279e-06 ± 8.98e-07,0.741315 ± 0.0223,0.565017 ± 0.0313
A3_isotropic_hilbert,C4_hybrid,D1,E8,269.0,9427.96 ± 3.32e+03,1.3541e-05 ± 1.89e-05,0.766171 ± 0.0374,1.31527 ± 0.138
A3_isotropic_hilbert,C4_hybrid,D1,E8,403.0,11864.9 ± 7.41e+03,5.48661e-06 ± 7.68e-06,0.714206 ± 0.0309,1.20099 ± 0.131
A3_isotropic_hilbert,C4_hybrid,D2,E0,294.0,6848.28 ± 3.18e+03,1.69106e-05 ± 1.23e-05,0.714201 ± 0.0198,1.91146 ± 0.0517
A3_isotropic_hilbert,C4_hybrid,D2,E0,442.0,6719.72 ± 4.25e+03,1.77761e-05 ± 1.88e-05,0.702206 ± 0.0135,1.67107 ± 0.0624
A3_isotropic_hilbert,C4_hybrid,D2,E1,294.0,197739 ± 7.74e+04,0.000225973 ± 0.000285,0.702466 ± 0.0974,5.01101 ± 0.502
A3_isotropic_hilbert,C4_hybrid,D2,E1,442.0,222634 ± 8.11e+04,8.21889e-05 ± 8.7e-05,0.677602 ± 0.0417,4.56823 ± 0.319
A3_isotropic_hilbert,C4_hybrid,D2,E2,294.0,1.48379e+06 ± 6.9e+05,0.000402781 ± 0.000596,0.714286 ± 0.14,8.68111 ± 1.62
A3_isotropic_hilbert,C4_hybrid,D2,E2,442.0,1.74836e+06 ± 7.64e+05,0.000108842 ± 0.000101,0.686708 ± 0.1,8.12552 ± 0.874
A3_isotropic_hilbert,C4_hybrid,D2,E5,294.0,368.267 ± 240,2.28493e-06 ± 6.38e-07,0.755782 ± 0.0201,0.549451 ± 0.014
A3_isotropic_hilbert,C4_hybrid,D2,E5,442.0,252.241 ± 158,5.04831e-07 ± 2.77e-07,0.7556 ± 0.0208,0.45792 ± 0.0152
A3_isotropic_hilbert,C4_hybrid,D2,E6,294.0,767.594 ± 539,5.22964e-06 ± 2.35e-06,0.713776 ± 0.0134,0.769156 ± 0.023
A3_isotropic_hilbert,C4_hybrid,D2,E6,442.0,530.739 ± 353,1.68174e-06 ± 3.68e-07,0.722059 ± 0.0259,0.640847 ± 0.0259
A3_isotropic_hilbert,C4_hybrid,D2,E7,294.0,647.145 ± 166,1.36484e-05 ± 8.07e-06,0.726956 ± 0.0115,0.857897 ± 0.0422
A3_isotropic_hilbert,C4_hybrid,D2,E7,442.0,643.624 ± 147,1.24587e-06 ± 3.46e-07,0.717195 ± 0.0241,0.729649 ± 0.037
A3_isotropic_hilbert,C4_hybrid,D2,E8,294.0,12055.7 ± 9.03e+03,1.06838e-05 ± 1.76e-05,0.762585 ± 0.0499,1.84125 ± 0.0917
A3_isotropic_hilbert,C4_hybrid,D2,E8,442.0,8270.29 ± 6.15e+03,4.44195e-06 ± 4.05e-06,0.728959 ± 0.0321,1.62998 ± 0.0662
A3_isotropic_hilbert,C4_hybrid,D3,E0,320.0,4978.92 ± 1.45e+03,2.93714e-05 ± 2.37e-05,0.719531 ± 0.0217,2.16311 ± 0.103
A3_isotropic_hilbert,C4_hybrid,D3,E0,480.0,4662.5 ± 1.96e+03,1.48511e-05 ± 1.55e-05,0.701354 ± 0.0126,1.88013 ± 0.0493
A3_isotropic_hilbert,C4_hybrid,D3,E1,320.0,160650 ± 6.32e+04,0.000189504 ± 0.000202,0.705781 ± 0.0715,5.7491 ± 0.61
A3_isotropic_hilbert,C4_hybrid,D3,E1,480.0,228092 ± 8.69e+04,7.81218e-05 ± 9.77e-05,0.670312 ± 0.074,5.25574 ± 0.431
A3_isotropic_hilbert,C4_hybrid,D3,E2,320.0,1.2547e+06 ± 6.08e+05,0.000405054 ± 0.000539,0.709063 ± 0.107,10.4854 ± 1.45
A3_isotropic_hilbert,C4_hybrid,D3,E2,480.0,1.7901e+06 ± 7.47e+05,0.000106114 ± 4.48e-05,0.676146 ± 0.138,9.68667 ± 1.09
A3_isotropic_hilbert,C4_hybrid,D3,E5,320.0,201.017 ± 43.6,2.23129e-06 ± 6.83e-07,0.744453 ± 0.027,0.611852 ± 0.0209
A3_isotropic_hilbert,C4_hybrid,D3,E5,480.0,173.531 ± 61.2,3.15883e-07 ± 1.24e-07,0.751615 ± 0.0256,0.507104 ± 0.00773
A3_isotropic_hilbert,C4_hybrid,D3,E6,320.0,425.048 ± 92.7,4.81914e-06 ± 2.83e-06,0.690547 ± 0.0108,0.835475 ± 0.0304
A3_isotropic_hilbert,C4_hybrid,D3,E6,480.0,356.377 ± 113,1.51018e-06 ± 4.08e-07,0.719688 ± 0.00807,0.70074 ± 0.0133
A3_isotropic_hilbert,C4_hybrid,D3,E7,320.0,642.201 ± 149,8.50878e-06 ± 2.48e-06,0.716094 ± 0.0121,0.977889 ± 0.0618
A3_isotropic_hilbert,C4_hybrid,D3,E7,480.0,709.52 ± 254,1.18302e-06 ± 3.19e-07,0.708021 ± 0.00638,0.827613 ± 0.042
A3_isotropic_hilbert,C4_hybrid,D3,E8,320.0,6301.18 ± 1.83e+03,1.20396e-05 ± 1.63e-05,0.762578 ± 0.0331,2.08372 ± 0.0993
A3_isotropic_hilbert,C4_hybrid,D3,E8,480.0,5437.33 ± 1.53e+03,3.91999e-06 ± 3.99e-06,0.735469 ± 0.0268,1.84639 ± 0.0876
A3_isotropic_hilbert,C4_hybrid,D4,E0,320.0,40864.1 ± 7.24e+03,4.26678e-06 ± 5.1e-06,0.80375 ± 0.0219,0.706043 ± 0.023
A3_isotropic_hilbert,C4_hybrid,D4,E0,480.0,44425.2 ± 8.41e+03,1.72964e-06 ± 2.01e-06,0.750677 ± 0.0198,0.599212 ± 0.0147
A3_isotropic_hilbert,C4_hybrid,D4,E1,320.0,1.09989e+06 ± 3.11e+05,3.13877e-05 ± 3.48e-05,0.783203 ± 0.0574,1.61856 ± 0.262
A3_isotropic_hilbert,C4_hybrid,D4,E1,480.0,1.46632e+06 ± 5.36e+05,4.49205e-05 ± 4.63e-05,0.737656 ± 0.0337,1.40689 ± 0.155
A3_isotropic_hilbert,C4_hybrid,D4,E2,320.0,7.97912e+06 ± 2.73e+06,0.000103269 ± 0.000131,0.763594 ± 0.0873,2.68156 ± 0.736
A3_isotropic_hilbert,C4_hybrid,D4,E2,480.0,1.06591e+07 ± 4.64e+06,8.27618e-05 ± 8.99e-05,0.736979 ± 0.0911,2.29132 ± 0.508
A3_isotropic_hilbert,C4_hybrid,D4,E5,320.0,910.38 ± 29.4,8.95035e-08 ± 1.33e-07,0.847734 ± 0.00739,0.195662 ± 0.00195
A3_isotropic_hilbert,C4_hybrid,D4,E5,480.0,920.765 ± 13.7,3.6719e-08 ± 4.45e-08,0.823906 ± 0.00647,0.157198 ± 0.00183
A3_isotropic_hilbert,C4_hybrid,D4,E6,320.0,2182.08 ± 6.95,1.62059e-07 ± 2.24e-07,0.826016 ± 0.00558,0.294019 ± 0.00106
A3_isotropic_hilbert,C4_hybrid,D4,E6,480.0,2366.99 ± 9.05,6.61643e-08 ± 7.47e-08,0.801094 ± 0.00729,0.248403 ± 0.000807
A3_isotropic_hilbert,C4_hybrid,D4,E7,320.0,4590.04 ± 19.6,9.39806e-08 ± 8.94e-08,0.855078 ± 0.00608,0.358201 ± 0.00171
A3_isotropic_hilbert,C4_hybrid,D4,E7,480.0,4600.46 ± 21.1,6.19034e-08 ± 6.74e-08,0.811458 ± 0.00418,0.283907 ± 0.00048
A3_isotropic_hilbert,C4_hybrid,D4,E8,320.0,44575.8 ± 7.13e+03,3.05516e-06 ± 3.63e-06,0.813203 ± 0.0242,0.632599 ± 0.0233
A3_isotropic_hilbert,C4_hybrid,D4,E8,480.0,48676.4 ± 1.17e+04,2.07347e-06 ± 2.96e-06,0.784271 ± 0.0217,0.542281 ± 0.0207
A4_compact_hilbert_aabb,C0_uniform,D0,E0,256.0,37.5085 ± 38.1,5.4314e-05 ± 3.66e-05,0.780469 ± 0.0168,0.705342 ± 0.0274
A4_compact_hilbert_aabb,C0_uniform,D0,E0,384.0,27.0547 ± 15.7,1.32871e-05 ± 6.46e-06,0.722656 ± 0.0128,0.619624 ± 0.0284
A4_compact_hilbert_aabb,C0_uniform,D0,E1,256.0,1001.49 ± 820,0.000169781 ± 9.12e-05,0.753516 ± 0.0782,1.5155 ± 0.262
A4_compact_hilbert_aabb,C0_uniform,D0,E1,384.0,765.103 ± 435,5.71064e-05 ± 5.07e-05,0.699935 ± 0.0401,1.32908 ± 0.17
A4_compact_hilbert_aabb,C0_uniform,D0,E2,256.0,4679.38 ± 2.13e+03,0.000766456 ± 0.000899,0.728906 ± 0.0783,2.31778 ± 0.751
A4_compact_hilbert_aabb,C0_uniform,D0,E2,384.0,6294.98 ± 4.66e+03,0.000110466 ± 6.18e-05,0.701758 ± 0.11,2.04749 ± 0.598
A4_compact_hilbert_aabb,C0_uniform,D0,E5,256.0,3.33664 ± 0.292,2.27891e-06 ± 2.37e-07,0.826367 ± 0.00526,0.197951 ± 0.00767
A4_compact_hilbert_aabb,C0_uniform,D0,E5,384.0,3.60118 ± 0.327,7.16867e-07 ± 3.48e-07,0.82513 ± 0.00428,0.165221 ± 0.00233
A4_compact_hilbert_aabb,C0_uniform,D0,E6,256.0,2.11419 ± 0,5.17608e-06 ± 5.07e-08,0.822656 ± 0.00189,0.309992 ± 0.000992
A4_compact_hilbert_aabb,C0_uniform,D0,E6,384.0,1.87114 ± 0,1.72987e-06 ± 4.42e-07,0.816927 ± 0.00222,0.262927 ± 0.000657
A4_compact_hilbert_aabb,C0_uniform,D0,E7,256.0,2.86023 ± 0,9.88072e-06 ± 2.55e-08,0.885938 ± 0.000813,0.355293 ± 0.00132
A4_compact_hilbert_aabb,C0_uniform,D0,E7,384.0,2.33411 ± 0,1.78931e-06 ± 5.5e-07,0.873307 ± 0.00132,0.300901 ± 0.000832
A4_compact_hilbert_aabb,C0_uniform,D0,E8,256.0,50.794 ± 38.2,4.68003e-06 ± 1.91e-06,0.776367 ± 0.0151,0.613995 ± 0.0307
A4_compact_hilbert_aabb,C0_uniform,D0,E8,384.0,52.2483 ± 19.1,3.88333e-06 ± 2.83e-06,0.751367 ± 0.0205,0.546943 ± 0.0158
A4_compact_hilbert_aabb,C0_uniform,D1,E0,269.0,6694.38 ± 1.74e+03,5.11395e-05 ± 6.83e-05,0.743587 ± 0.0243,1.41242 ± 0.113
A4_compact_hilbert_aabb,C0_uniform,D1,E0,403.0,9103.18 ± 5.03e+03,9.93747e-06 ± 6.04e-06,0.704839 ± 0.0149,1.24618 ± 0.0874
A4_compact_hilbert_aabb,C0_uniform,D1,E1,269.0,220095 ± 1.9e+05,0.000220948 ± 0.000105,0.726022 ± 0.0588,3.34306 ± 0.418
A4_compact_hilbert_aabb,C0_uniform,D1,E1,403.0,275493 ± 8.3e+04,9.98527e-05 ± 6.85e-05,0.687159 ± 0.0675,3.11647 ± 0.44
A4_compact_hilbert_aabb,C0_uniform,D1,E2,269.0,1.66859e+06 ± 1.64e+06,0.000577022 ± 0.000532,0.719331 ± 0.0987,5.87505 ± 1.1
A4_compact_hilbert_aabb,C0_uniform,D1,E2,403.0,2.44976e+06 ± 1.36e+06,0.000233943 ± 0.0002,0.701799 ± 0.133,5.36451 ± 0.976
A4_compact_hilbert_aabb,C0_uniform,D1,E5,269.0,251.281 ± 87.4,2.13669e-06 ± 4.81e-07,0.767472 ± 0.0361,0.424492 ± 0.0245
A4_compact_hilbert_aabb,C0_uniform,D1,E5,403.0,322.238 ± 229,4.77403e-07 ± 2.95e-07,0.773449 ± 0.0404,0.346909 ± 0.0248
A4_compact_hilbert_aabb,C0_uniform,D1,E6,269.0,538.608 ± 204,4.68635e-06 ± 1.7e-06,0.72881 ± 0.0295,0.61274 ± 0.0407
A4_compact_hilbert_aabb,C0_uniform,D1,E6,403.0,715.986 ± 498,1.94899e-06 ± 5.32e-07,0.734739 ± 0.024,0.507183 ± 0.0343
A4_compact_hilbert_aabb,C0_uniform,D1,E7,269.0,535.889 ± 94.3,1.21108e-05 ± 7.75e-06,0.760316 ± 0.0322,0.658676 ± 0.0388
A4_compact_hilbert_aabb,C0_uniform,D1,E7,403.0,669.934 ± 120,1.85279e-06 ± 8.98e-07,0.741315 ± 0.0223,0.565017 ± 0.0313
A4_compact_hilbert_aabb,C0_uniform,D1,E8,269.0,9427.96 ± 3.32e+03,1.3541e-05 ± 1.89e-05,0.766171 ± 0.0374,1.31527 ± 0.138
