runlist,algorithm_id,method,bit_rule,bit_allocator,contamination_id,contamination_mode,geometry_id,point_count,clean_point_count,seed,frame_estimator,sort_seconds_off,sort_seconds_all,sort_seconds_all_minus_off,sort_seconds_all_minus_off_percent,miad_off,miad_all,miad_all_minus_off,miad_all_minus_off_percent,m1_l1_locality_off,m1_l1_locality_all,m1_l1_locality_all_minus_off,m1_l1_locality_all_minus_off_percent,l1_locality_off,l1_locality_all,l1_locality_all_minus_off,l1_locality_all_minus_off_percent,m1_l2_locality_off,m1_l2_locality_all,m1_l2_locality_all_minus_off,m1_l2_locality_all_minus_off_percent,l2_locality_off,l2_locality_all,l2_locality_all_minus_off,l2_locality_all_minus_off_percent,recall_8_64_off,recall_8_64_all,recall_8_64_all_minus_off,recall_8_64_all_minus_off_percent,block_read_mean_off,block_read_mean_all,block_read_mean_all_minus_off,block_read_mean_all_minus_off_percent,block_read_p95_off,block_read_p95_all,block_read_p95_all_minus_off,block_read_p95_all_minus_off_percent,cache_miss_rate_off,cache_miss_rate_all,cache_miss_rate_all_minus_off,cache_miss_rate_all_minus_off_percent,kendall_tau_clean_off,kendall_tau_clean_all,kendall_tau_clean_all_minus_off,kendall_tau_clean_all_minus_off_percent,frame_angle_rad_off,frame_angle_rad_all,frame_angle_rad_all_minus_off,frame_angle_rad_all_minus_off_percent
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E1,320.0,256.0,2.0,det_mcd,0.001345758,0.005058157,0.003712399,275.859329835,7.81888786665,4.06937986609,-3.74950800056,-47.9544925635,162705.763397,38439.0318979,-124266.731499,-76.3751258127,162705.763397,38439.0318979,-124266.731499,-76.3751258127,0.000873971656672,0.000338277114995,-0.000535694541677,-61.2942693951,0.000873971656672,0.000338277114995,-0.000535694541677,-61.2942693951,0.964453125,0.8921875,-0.072265625,-7.49291211017,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E1,320.0,256.0,3.0,det_mcd,0.000999485,0.003955893,0.002956408,295.793133464,9.11466736798,4.74548494074,-4.36918242724,-47.9357309581,485209.703994,163641.757581,-321567.946413,-66.2740138472,485209.703994,163641.757581,-321567.946413,-66.2740138472,0.000554738242798,0.0011094764856,0.000554738242798,100,0.000554738242798,0.0011094764856,0.000554738242798,100,0.940234375,0.870703125,-0.06953125,-7.39509763191,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E1,320.0,256.0,4.0,det_mcd,0.001058006,0.004797995,0.003739989,353.494120071,8.10644990911,3.67191673585,-4.43453317326,-54.7037633363,343153.807792,105932.844072,-237220.963721,-69.1296317668,343153.807792,105932.844072,-237220.963721,-69.1296317668,0.00106876096352,0.00153479449156,0.000466033528045,43.6050289964,0.00106876096352,0.00153479449156,0.000466033528045,43.6050289964,0.983984375,0.9328125,-0.051171875,-5.20047637952,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E1,480.0,384.0,0.0,det_mcd,0.001920804,0.007588393,0.005667589,295.063369297,10.2714245141,5.3092742543,-4.96215025982,-48.3102441438,610706.921382,506640.647177,-104066.274205,-17.0402971641,610706.921382,506640.647177,-104066.274205,-17.0402971641,6.69578674911e-05,4.10386929784e-05,-2.59191745127e-05,-38.7096774194,6.69578674911e-05,4.10386929784e-05,-2.59191745127e-05,-38.7096774194,0.844010416667,0.797395833333,-0.0466145833333,-5.52298673249,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E1,480.0,384.0,1.0,det_mcd,0.002083601,0.006435903,0.004352302,208.883658628,4.4446758132,2.43502169651,-2.00965411669,-45.2148638315,39295.1141217,16115.6083542,-23179.5057676,-58.9882642808,39295.1141217,16115.6083542,-23179.5057676,-58.9882642808,0.000443859850648,0.000398614519331,-4.52453313174e-05,-10.1936075658,0.000443859850648,0.000398614519331,-4.52453313174e-05,-10.1936075658,0.922916666667,0.868489583333,-0.0544270833333,-5.89729119639,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E1,480.0,384.0,2.0,det_mcd,0.002029288,0.007762241,0.005732953,282.510565282,7.89121740975,3.92701371958,-3.96420369017,-50.2356415281,190544.73727,65902.718008,-124642.019262,-65.4135197056,190544.73727,65902.718008,-124642.019262,-65.4135197056,4.85539809262e-05,0.000122963383886,7.44094029598e-05,153.250879826,4.85539809262e-05,0.000122963383886,7.44094029598e-05,153.250879826,0.881510416667,0.8171875,-0.0643229166667,-7.29689807976,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E1,480.0,384.0,3.0,det_mcd,0.001661975,0.006723637,0.005061662,304.55704809,8.86570210404,4.26672765475,-4.59897444929,-51.8737759888,651738.372123,110551.212934,-541187.159188,-83.0374859509,651738.372123,110551.212934,-541187.159188,-83.0374859509,0.000157113130449,9.34186181049e-05,-6.36945123443e-05,-40.5405405405,0.000157113130449,9.34186181049e-05,-6.36945123443e-05,-40.5405405405,0.876302083333,0.8296875,-0.0466145833333,-5.31946508172,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E1,480.0,384.0,4.0,det_mcd,0.001739873,0.006084048,0.004344175,249.683453907,7.95506142487,3.74393718003,-4.21112424484,-52.9364139374,390899.814205,108358.74789,-282541.066314,-72.2796624729,390899.814205,108358.74789,-282541.066314,-72.2796624729,0.000151349307714,0.000146559170044,-4.79013766987e-06,-3.16495512416,0.000151349307714,0.000146559170044,-4.79013766987e-06,-3.16495512416,0.87421875,0.82421875,-0.05,-5.71939231457,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E2,320.0,256.0,0.0,det_mcd,0.001141073,0.004020915,0.002879842,252.380171996,16.0959450525,9.01434485586,-7.08160019668,-43.99617527,1734799.49381,775696.45914,-959103.034665,-55.2861029813,1734799.49381,775696.45914,-959103.034665,-55.2861029813,0.000518621156317,0.000698412710805,0.000179791554488,34.6672233283,0.000518621156317,0.000698412710805,0.000179791554488,34.6672233283,0.94375,0.889453125,-0.054296875,-5.75331125828,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E2,320.0,256.0,1.0,det_mcd,0.002070737,0.004475685,0.002404948,116.139712576,4.70472519257,3.44973947915,-1.25498571342,-26.6750057028,58619.7999967,68963.9183171,10344.1183204,17.6461167063,58619.7999967,68963.9183171,10344.1183204,17.6461167063,0.00155931942444,0.00112119644055,-0.000438122983889,-28.0970644644,0.00155931942444,0.00112119644055,-0.000438122983889,-28.0970644644,0.9921875,0.976953125,-0.015234375,-1.53543307087,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E2,320.0,256.0,2.0,det_mcd,0.001232736,0.003999685,0.002766949,224.455925681,12.9211839487,7.03418689053,-5.88699705815,-45.5608176583,954212.992742,688049.462226,-266163.530516,-27.8935135594,954212.992742,688049.462226,-266163.530516,-27.8935135594,0.00317421037574,0.00271061215147,-0.000463598224263,-14.6051511836,0.00317421037574,0.00271061215147,-0.000463598224263,-14.6051511836,0.98125,0.951953125,-0.029296875,-2.98566878981,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E2,320.0,256.0,3.0,det_mcd,0.001087752,0.00339456,0.002306808,212.071133861,15.6081533126,7.88724518299,-7.72090812964,-49.4671469135,2577795.09173,1630348.68242,-947446.40931,-36.7541397044,2577795.09173,1630348.68242,-947446.40931,-36.7541397044,0.00164044028753,0.00164044028753,0,0,0.00164044028753,0.00164044028753,0,0,0.952734375,0.930859375,-0.021875,-2.29602296023,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E2,320.0,256.0,4.0,det_mcd,0.001089416,0.003382498,0.002293082,210.487270244,14.1343230671,6.74658102135,-7.38774204571,-52.2680995097,1677238.50922,359940.74775,-1317297.76147,-78.5396802082,1677238.50922,359940.74775,-1317297.76147,-78.5396802082,0.00100309864886,0.001170281757,0.000167183108143,16.6666666667,0.00100309864886,0.001170281757,0.000167183108143,16.6666666667,0.987109375,0.97421875,-0.012890625,-1.30589631975,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E2,480.0,384.0,0.0,det_mcd,0.001973543,0.006102823,0.00412928,209.231823173,20.4323406729,10.1709186756,-10.2614219973,-50.2214707632,4022194.73012,2588536.65164,-1433658.07848,-35.6436765168,4022194.73012,2588536.65164,-1433658.07848,-35.6436765168,0.000847658160211,0.000736655305898,-0.000111002854313,-13.0952380952,0.000847658160211,0.000736655305898,-0.000111002854313,-13.0952380952,0.869270833333,0.83359375,-0.0356770833333,-4.10425404434,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E2,480.0,384.0,1.0,det_mcd,0.004157073,0.006732755,0.002575682,61.9590274215,4.77709432697,3.10656401325,-1.67053031371,-34.9695902859,39947.5072988,96472.1382326,56524.6309338,141.497266678,39947.5072988,96472.1382326,56524.6309338,141.497266678,0.000779659712218,0.00143382321581,0.00065416350359,83.9037202177,0.000779659712218,0.00143382321581,0.00065416350359,83.9037202177,0.948958333333,0.91875,-0.0302083333333,-3.18331503842,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E2,480.0,384.0,2.0,det_mcd,0.002227803,0.00654017,0.004312367,193.570391996,13.9582337691,7.10638912621,-6.85184464285,-49.0881923617,2054616.2279,602517.400971,-1452098.82693,-70.6749419776,2054616.2279,602517.400971,-1452098.82693,-70.6749419776,0.000173358045831,0.000313228529252,0.000139870483421,80.68300652,0.000173358045831,0.000313228529252,0.000139870483421,80.68300652,0.93984375,0.894791666667,-0.0450520833333,-4.79357162649,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E2,480.0,384.0,3.0,det_mcd,0.001901397,0.006140344,0.004238947,222.938555178,14.9348151883,6.83004396273,-8.10477122553,-54.2676365483,3997122.31959,1029004.17674,-2968118.14285,-74.2563751002,3997122.31959,1029004.17674,-2968118.14285,-74.2563751002,0.000372449357681,0.00139784095493,0.00102539159725,275.310341152,0.000372449357681,0.00139784095493,0.00102539159725,275.310341152,0.912239583333,0.885677083333,-0.0265625,-2.91178989438,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E2,480.0,384.0,4.0,det_mcd,0.001771432,0.007339963,0.005568531,314.351948028,13.638100617,6.21405765484,-7.42404296217,-54.4360477361,1797525.31514,508008.041372,-1289517.27377,-71.7384763879,1797525.31514,508008.041372,-1289517.27377,-71.7384763879,0.000167497543997,0.000164745287094,-2.75225690357e-06,-1.6431625431,0.000167497543997,0.000164745287094,-2.75225690357e-06,-1.6431625431,0.905208333333,0.861979166667,-0.0432291666667,-4.77560414269,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E5,320.0,256.0,0.0,det_mcd,0.001093664,0.003832238,0.002738574,250.403597449,1.07055968308,0.489902735353,-0.580656947727,-54.2386339505,641.92895639,94.4755230083,-547.453433382,-85.2825578177,641.92895639,94.4755230083,-547.453433382,-85.2825578177,1.59747965252e-05,7.28600074991e-06,-8.68879577525e-06,-54.3906506825,1.59747965252e-05,7.28600074991e-06,-8.68879577525e-06,-54.3906506825,0.938671875,0.81015625,-0.128515625,-13.6912193092,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E5,320.0,256.0,1.0,det_mcd,0.000913764,0.003969869,0.003056105,334.452331237,1.2996407607,0.537207858829,-0.762432901874,-58.6648960949,650.69043906,215.111469457,-435.578969603,-66.9410434602,650.69043906,215.111469457,-435.578969603,-66.9410434602,1.79039202754e-05,5.96797342515e-06,-1.19359468503e-05,-66.6666666667,1.79039202754e-05,5.96797342515e-06,-1.19359468503e-05,-66.6666666667,0.94453125,0.800390625,-0.144140625,-15.2605459057,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E5,320.0,256.0,2.0,det_mcd,0.000952357,0.004747068,0.003794711,398.454676135,1.1629400488,0.452148769601,-0.710791279199,-61.1201996124,817.503670133,67.0716968627,-750.43197327,-91.7955479207,817.503670133,67.0716968627,-750.43197327,-91.7955479207,1.29311458815e-05,3.84439472153e-06,-9.08675115998e-06,-70.2702702703,1.29311458815e-05,3.84439472153e-06,-9.08675115998e-06,-70.2702702703,0.949609375,0.77265625,-0.176953125,-18.6343068696,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E5,320.0,256.0,3.0,det_mcd,0.001209813,0.003985478,0.002775665,229.429258902,1.21877825323,0.546327177939,-0.672451075294,-55.1741937887,652.049170968,142.919048461,-509.130122508,-78.0815535355,652.049170968,142.919048461,-509.130122508,-78.0815535355,7.68177787662e-06,5.12118525108e-06,-2.56059262554e-06,-33.3333333333,7.68177787662e-06,5.12118525108e-06,-2.56059262554e-06,-33.3333333333,0.919921875,0.756640625,-0.16328125,-17.7494692144,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E5,320.0,256.0,4.0,det_mcd,0.000783047,0.003131313,0.002348266,299.888257027,1.24069180844,0.488506331366,-0.752185477076,-60.6262951007,808.747739733,122.554038762,-686.193700971,-84.8464443558,808.747739733,122.554038762,-686.193700971,-84.8464443558,1.02261542825e-05,1.03768091053e-05,1.50654822798e-07,1.47323048955,1.02261542825e-05,1.03768091053e-05,1.50654822798e-07,1.47323048955,0.95546875,0.78984375,-0.165625,-17.3344235487,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E5,480.0,384.0,0.0,det_mcd,0.002077179,0.006399343,0.004322164,208.078552691,1.08213379131,0.556214878498,-0.525918912816,-48.6001746769,930.649816949,210.065515831,-720.584301118,-77.4280817548,930.649816949,210.065515831,-720.584301118,-77.4280817548,2.61652788675e-06,1.35337649314e-06,-1.2631513936e-06,-48.275862069,2.61652788675e-06,1.35337649314e-06,-1.2631513936e-06,-48.275862069,0.788541666667,0.752864583333,-0.0356770833333,-4.52443857332,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E5,480.0,384.0,1.0,det_mcd,0.001974615,0.00646049,0.004485875,227.177196567,1.08613465867,0.490293348115,-0.59584131056,-54.8588801399,1060.42350862,193.942746997,-866.480761619,-81.7108216273,1060.42350862,193.942746997,-866.480761619,-81.7108216273,3.07059436242e-06,2.40842663791e-06,-6.62167724519e-07,-21.564806235,3.07059436242e-06,2.40842663791e-06,-6.62167724519e-07,-21.564806235,0.821614583333,0.7359375,-0.0856770833333,-10.4278922345,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E5,480.0,384.0,2.0,det_mcd,0.001769469,0.005975111,0.004205642,237.678196114,1.09082924963,0.413722140199,-0.677107109435,-62.0726946644,802.612460254,138.277454821,-664.335005433,-82.7715788542,802.612460254,138.277454821,-664.335005433,-82.7715788542,2.96719931357e-06,1.61847235286e-06,-1.34872696072e-06,-45.4545454545,2.96719931357e-06,1.61847235286e-06,-1.34872696072e-06,-45.4545454545,0.902864583333,0.813541666667,-0.0893229166667,-9.89327949236,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E5,480.0,384.0,3.0,det_mcd,0.001772163,0.006646371,0.004874208,275.042871339,1.17975783136,0.501833229168,-0.677924602195,-57.4630304774,1122.57638946,120.890849696,-1001.68553976,-89.2309467016,1122.57638946,120.890849696,-1001.68553976,-89.2309467016,1.85523309358e-06,1.36701385843e-06,-4.88219235152e-07,-26.3157894737,1.85523309358e-06,1.36701385843e-06,-4.88219235152e-07,-26.3157894737,0.861979166667,0.737239583333,-0.124739583333,-14.4712990937,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E5,480.0,384.0,4.0,det_mcd,0.00178111,0.006703329,0.004922219,276.356822431,1.10643177238,0.514474187578,-0.591957584805,-53.5014991056,1087.97253241,171.349736634,-916.62279578,-84.2505457143,1087.97253241,171.349736634,-916.62279578,-84.2505457143,4.24157911619e-06,1.71682964227e-06,-2.52474947392e-06,-59.5238095238,4.24157911619e-06,1.71682964227e-06,-2.52474947392e-06,-59.5238095238,0.861197916667,0.788541666667,-0.07265625,-8.4366495313,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E6,320.0,256.0,0.0,det_mcd,0.001047947,0.003777174,0.002729227,260.435594548,1.38017924617,0.637929146277,-0.742250099892,-53.7792538145,1729.43483888,222.363178945,-1507.07165994,-87.1424367114,1729.43483888,222.363178945,-1507.07165994,-87.1424367114,4.65764612858e-05,1.70687085395e-05,-2.95077527463e-05,-63.3533590395,4.65764612858e-05,1.70687085395e-05,-2.95077527463e-05,-63.3533590395,0.933984375,0.78828125,-0.145703125,-15.600167294,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E6,320.0,256.0,1.0,det_mcd,0.001001229,0.00455269,0.003551461,354.710161212,1.52186303667,0.690802701598,-0.831060335069,-54.6080898902,1404.01054871,417.3314645,-986.679084215,-70.2757600445,1404.01054871,417.3314645,-986.679084215,-70.2757600445,3.13779698846e-05,2.3249804288e-05,-8.12816559664e-06,-25.9040518763,3.13779698846e-05,2.3249804288e-05,-8.12816559664e-06,-25.9040518763,0.90546875,0.74140625,-0.1640625,-18.1190681622,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E6,320.0,256.0,2.0,det_mcd,0.000833332,0.003447641,0.002614309,313.717581948,1.46335499941,0.706682813484,-0.756672185924,-51.7080398283,1811.06252221,313.279693504,-1497.78282871,-82.7018841337,1811.06252221,313.279693504,-1497.78282871,-82.7018841337,4.65764612858e-05,9.334601583e-06,-3.72418597028e-05,-79.9585427374,4.65764612858e-05,9.334601583e-06,-3.72418597028e-05,-79.9585427374,0.898828125,0.740625,-0.158203125,-17.6010430248,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E6,320.0,256.0,3.0,det_mcd,0.00091138,0.003943328,0.003031948,332.67660032,1.42839091156,0.733668099361,-0.694722812196,-48.6367426854,1687.90915853,205.83694429,-1482.07221424,-87.8052119541,1687.90915853,205.83694429,-1482.07221424,-87.8052119541,2.84950995692e-05,9.48636298837e-06,-1.90087365808e-05,-66.7087915754,2.84950995692e-05,9.48636298837e-06,-1.90087365808e-05,-66.7087915754,0.90078125,0.750390625,-0.150390625,-16.6955767563,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E6,320.0,256.0,4.0,det_mcd,0.001072433,0.004523106,0.003450673,321.761172959,1.4466312724,0.724900445146,-0.721730827251,-49.8904483141,1982.09591557,552.187968869,-1429.9079467,-72.1412084788,1982.09591557,552.187968869,-1429.9079467,-72.1412084788,1.56889849423e-05,8.48802378768e-06,-7.20096115463e-06,-45.8981966081,1.56889849423e-05,8.48802378768e-06,-7.20096115463e-06,-45.8981966081,0.923828125,0.780859375,-0.14296875,-15.4756871036,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E6,480.0,384.0,0.0,det_mcd,0.001412915,0.008757855,0.00734494,519.843019573,1.23979517359,0.631228123301,-0.608567050294,-49.0860960952,2794.0351518,329.343985757,-2464.69116605,-88.2126040703,2794.0351518,329.343985757,-2464.69116605,-88.2126040703,1.56457841309e-05,1.21262983382e-05,-3.51948579269e-06,-22.4947868591,1.56457841309e-05,1.21262983382e-05,-3.51948579269e-06,-22.4947868591,0.786197916667,0.704947916667,-0.08125,-10.3345478635,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E6,480.0,384.0,1.0,det_mcd,0.001385173,0.005648413,0.00426324,307.776718143,1.52567440975,0.605259228963,-0.920415180792,-60.3284144315,2361.64603686,231.330137821,-2130.31589903,-90.2047074705,2361.64603686,231.330137821,-2130.31589903,-90.2047074705,1.56220634821e-05,8.54302129126e-06,-7.0790421908e-06,-45.3143862777,1.56220634821e-05,8.54302129126e-06,-7.0790421908e-06,-45.3143862777,0.828125,0.640364583333,-0.187760416667,-22.6729559748,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E6,480.0,384.0,2.0,det_mcd,0.00137278,0.006398101,0.005025321,366.068925829,1.35275555103,0.620116211311,-0.732639339721,-54.1590340666,2171.59686001,284.763637953,-1886.83322205,-86.8869013767,2171.59686001,284.763637953,-1886.83322205,-86.8869013767,2.39949181471e-05,8.86757087885e-06,-1.51273472682e-05,-63.0439627904,2.39949181471e-05,8.86757087885e-06,-1.51273472682e-05,-63.0439627904,0.855729166667,0.717447916667,-0.13828125,-16.1594643944,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E6,480.0,384.0,3.0,det_mcd,0.001480924,0.005055132,0.003574208,241.349859952,1.47242496556,0.638449088255,-0.833975877301,-56.6396181001,1605.03831005,255.951323104,-1349.08698695,-84.053257701,1605.03831005,255.951323104,-1349.08698695,-84.053257701,1.23610184394e-05,1.01978402125e-05,-2.16317822689e-06,-17.5,1.23610184394e-05,1.01978402125e-05,-2.16317822689e-06,-17.5,0.81640625,0.700260416667,-0.116145833333,-14.2264752791,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E6,480.0,384.0,4.0,det_mcd,0.001545676,0.00655094,0.005005264,323.823621509,1.47322303854,0.634210458699,-0.839012579838,-56.950818572,1734.15377144,210.237378213,-1523.91639323,-87.8766588249,1734.15377144,210.237378213,-1523.91639323,-87.8766588249,2.63623324563e-05,1.11872314187e-05,-1.51751010376e-05,-57.5635750849,2.63623324563e-05,1.11872314187e-05,-1.51751010376e-05,-57.5635750849,0.854166666667,0.7015625,-0.152604166667,-17.8658536585,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E7,320.0,256.0,0.0,det_mcd,0.001089195,0.003935063,0.002845868,261.281772318,1.06952081524,0.535729654788,-0.533791160452,-49.9093755676,138.840992232,100.992048064,-37.8489441675,-27.2606407942,138.840992232,100.992048064,-37.8489441675,-27.2606407942,7.2025579727e-05,4.81009637597e-05,-2.39246159674e-05,-33.2168322116,7.2025579727e-05,4.81009637597e-05,-2.39246159674e-05,-33.2168322116,0.9890625,0.832421875,-0.156640625,-15.8372827804,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E7,320.0,256.0,1.0,det_mcd,0.001019894,0.003872013,0.002852119,279.648571322,1.02841691629,0.499005437644,-0.529411478647,-51.4782935073,188.233313776,55.8452881701,-132.388025606,-70.3318785343,188.233313776,55.8452881701,-132.388025606,-70.3318785343,7.2025579727e-05,5.56958527743e-05,-1.63297269527e-05,-22.6721215082,7.2025579727e-05,5.56958527743e-05,-1.63297269527e-05,-22.6721215082,0.994921875,0.887109375,-0.1078125,-10.8362779741,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E7,320.0,256.0,2.0,det_mcd,0.001377919,0.004132917,0.002754998,199.939038507,1.10182107103,0.563544322055,-0.538276748974,-48.8533722151,233.181475504,92.3441480553,-140.837327449,-60.3981629091,233.181475504,92.3441480553,-140.837327449,-60.3981629091,3.92849614664e-05,5.2171998974e-05,1.28870375077e-05,32.8039968136,3.92849614664e-05,5.2171998974e-05,1.28870375077e-05,32.8039968136,0.989453125,0.828125,-0.161328125,-16.3047769443,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E7,320.0,256.0,3.0,det_mcd,0.001252974,0.005067635,0.003814661,304.448536043,1.12774690527,0.573991552173,-0.553755353095,-49.1028040519,204.363168912,79.2425533637,-125.120615548,-61.2246405331,204.363168912,79.2425533637,-125.120615548,-61.2246405331,0.00013916405423,3.09028195464e-05,-0.000108261234684,-77.7939643126,0.00013916405423,3.09028195464e-05,-0.000108261234684,-77.7939643126,0.98984375,0.807421875,-0.182421875,-18.4293606946,,,,,,,,,,,,,,,,,,,,
table_3_locality,A5b_robust_frame_morton,robust_frame_morton,C1_monotone_half,monotone_half,D3,uniform_bbox,E7,320.0,256.0,4.0,det_mcd,0.001308308,0.004687185,0.003378877,258.263115413,1.11447800448,0.524193370297,-0.590284634184,-52.9651219504,260.217417355,146.093410802,-114.124006553,-43.8571744016,260.217417355,146.093410802,-114.124006553,-43.8571744016,3.3672824114e-05,2.61899743109e-05,-7.48284980312e-06,-22.2222222222,3.3672824114e-05,2.61899743109e-05,-7.48284980312e-06,-22.2222222222,0.994140625,0.866796875,-0.12734375,-12.8094302554,,,,,,,,,,,,,,,,,,,,
